Time [s],Strain,Stress [MPa],Displacement [nm],Load [mN]
105.05,0.088513139,836.8960709,504.5248949,4.934720232
105.1,0.088533951,835.9306422,504.6435232,4.929027625
105.15,0.088756306,839.3916615,505.910946,4.94943537
105.2,0.088654657,837.9919884,505.3315422,4.941182261
105.25,0.088701798,839.0613209,505.6002477,4.947487532
105.3,0.088740131,838.3974158,505.8187488,4.943572845
105.35,0.088955701,845.841279,507.0474954,4.987465252
105.4,0.088915302,839.0155762,506.8172234,4.9472178
105.45,0.088935598,838.5078976,506.9329071,4.944224296
105.5,0.08907325,836.849139,507.7175264,4.9344435
105.55,0.088940573,831.2620083,506.9612684,4.901499234
105.6,0.089140046,836.3483096,508.098264,4.931490382
105.65,0.089088994,833.9042332,507.8072638,4.917078995
105.7,0.089093674,834.0940507,507.8339429,4.918198246
105.75,0.089057506,834.8843188,507.6277835,4.922858026
105.8,0.08918302,836.0935226,508.343216,4.929988042
105.85,0.089252234,837.8492669,508.737733,4.94034071
105.9,0.089362296,833.6858083,509.36509,4.915791062
105.95,0.089375398,832.1502558,509.4397711,4.906736746
106,0.089364516,831.8697469,509.3777414,4.905082738
106.05,0.089423361,831.808734,509.7131571,4.904722978
106.1,0.089610396,835.723182,510.779256,4.927804345
106.15,0.089489109,834.5607359,510.0879216,4.920950034
106.2,0.089557584,834.0557702,510.4782266,4.917972526
106.25,0.089617238,834.0576394,510.8182561,4.917983548
106.3,0.089629114,832.6435877,510.8859514,4.909645655
106.35,0.089739319,836.039729,511.5141174,4.929670851
106.4,0.089717438,832.4955565,511.3893938,4.908772796
106.45,0.089746669,834.7407535,511.5560145,4.9220115
106.5,0.089808305,834.3770737,511.9073402,4.919867078
106.55,0.089781607,834.8452192,511.755159,4.922627477
106.6,0.08994855,836.1401906,512.7067336,4.930263218
106.65,0.090192454,837.7610438,514.0969896,4.939820506
106.7,0.090144112,833.557395,513.8214392,4.915033879
106.75,0.090131432,833.2712276,513.7491642,4.913346506
106.8,0.09009791,832.5237835,513.5580864,4.908939235
106.85,0.090177227,839.9659027,514.0101949,4.952821358
106.9,0.09020104,833.9214871,514.1459263,4.917180732
106.95,0.090244194,834.315395,514.391904,4.919503392
107,0.090283248,834.2012473,514.6145152,4.918830325
107.05,0.090195118,832.3835493,514.1121736,4.908112351
107.1,0.09043765,835.6577247,515.4946054,4.92741838
107.15,0.090488704,834.0346413,515.7856153,4.917847941
107.2,0.090380989,832.7910202,515.1716391,4.910514985
107.25,0.090447321,832.5643438,515.5497313,4.909178397
107.3,0.090435682,832.4343448,515.4833848,4.908411864
107.35,0.090490142,837.0149351,515.793812,4.93542111
107.4,0.090617833,832.224788,516.5216459,4.907176222
107.45,0.090635964,832.754556,516.624994,4.910299975
107.5,0.090792652,834.3260337,517.5181145,4.919566123
107.55,0.090771621,834.4412843,517.3982369,4.920245693
107.6,0.090815791,833.1049195,517.6500097,4.912365878
107.65,0.090952998,835.3040935,518.4320887,4.925333209
107.7,0.090843127,833.6891101,517.8058245,4.915810531
107.75,0.090931359,835.0614389,518.3087441,4.923902407
107.8,0.09092508,837.2569504,518.2729538,4.936848142
107.85,0.090982056,840.0151639,518.5977196,4.953111825
107.9,0.091041041,845.0872998,518.9339345,4.983019447
107.95,0.091147821,844.9249587,519.5425791,4.98206221
108,0.091204386,842.9999253,519.8650015,4.970711337
108.05,0.091250236,842.6316916,520.1263479,4.968540063
108.1,0.091310527,842.1824574,520.4700047,4.965891174
108.15,0.091105565,840.4637816,519.3017207,4.955757079
108.2,0.091146322,841.5546238,519.5340332,4.962189181
108.25,0.091380905,842.2843547,520.8711577,4.966492006
108.3,0.091488168,843.4666034,521.4825595,4.973463083
108.35,0.091503734,846.2249138,521.5712841,4.989727337
108.4,0.09141699,835.4487673,521.0768404,4.926186271
108.45,0.091444151,834.6789995,521.2316625,4.92164737
108.5,0.091568312,837.0119406,521.9393806,4.935403453
108.55,0.091587223,837.2302634,522.0471707,4.936690783
108.6,0.091572108,835.4507016,521.9610166,4.926197677
108.65,0.091619265,840.3306453,522.2298084,4.954972046
108.7,0.091756679,838.0116934,523.0130678,4.94129845
108.75,0.091792767,836.4406208,523.2187724,4.932034691
108.8,0.091722165,838.2018685,522.8163409,4.942419809
108.85,0.091827239,843.1827916,523.4152646,4.971789599
108.9,0.091931187,836.7202929,524.0077644,4.933683765
108.95,0.092008085,838.5631807,524.446083,4.944550271
109,0.092084651,837.2166425,524.8825089,4.936610468
109.05,0.092076862,838.6634608,524.8381149,4.945141568
109.1,0.092116855,837.6424363,525.0660713,4.939121142
109.15,0.092064019,835.2506226,524.7649093,4.92501792
109.2,0.092186243,836.8461293,525.4615853,4.934425754
109.25,0.09221356,836.3249441,525.6172892,4.931352608
109.3,0.092254015,836.3222787,525.8478881,4.931336892
109.35,0.092369573,845.0776534,526.5065682,4.982962567
109.4,0.092293864,848.749371,526.0750228,5.004612686
109.45,0.092439328,847.3287502,526.9041714,4.996236059
109.5,0.092398432,846.5814029,526.6710603,4.991829359
109.55,0.092454708,846.3661208,526.9918378,4.990559957
109.6,0.092521167,844.7424366,527.3706546,4.980985976
109.65,0.092623737,848.1253039,527.9552989,5.000932902
109.7,0.092622052,847.7734447,527.9456955,4.99885818
109.75,0.092621875,847.6306174,527.9446857,4.998016005
109.8,0.092631202,846.9169105,527.9978532,4.993807665
109.85,0.092744278,848.9923164,528.6423833,5.006045203
109.9,0.092728254,833.640956,528.5510497,4.915526593
109.95,0.092809502,836.4440686,529.0141624,4.932055021
110,0.092793129,837.301075,528.920838,4.937108321
110.05,0.093076428,840.2035005,530.5356417,4.954222343
110.1,0.093000339,839.1463551,530.1019333,4.947988932
110.15,0.093106307,838.2907422,530.7059511,4.942943849
110.2,0.093099426,837.9221985,530.6667309,4.940770748
110.25,0.092988691,838.190885,530.0355386,4.942355046
110.3,0.093113619,840.4224011,530.7476307,4.95551308
110.35,0.093154805,846.9330333,530.9823865,4.993902732
110.4,0.093095267,856.3169762,530.6430241,5.049234731
110.45,0.093167896,855.6165821,531.0570091,5.045104889
110.5,0.093233862,853.976349,531.4330162,5.035433327
110.55,0.093415638,860.6766542,532.4691344,5.074941378
110.6,0.093521315,860.4679219,533.0714953,5.073710597
110.65,0.093426515,858.9598863,532.5311372,5.064818533
110.7,0.093423747,857.0447745,532.5153589,5.053526162
110.75,0.093545212,856.7483949,533.2077087,5.051778573
110.8,0.093485207,856.751233,532.8656823,5.051795307
110.85,0.093667614,857.0204621,533.905397,5.053382804
110.9,0.093606692,843.1523033,533.5581419,4.971609827
110.95,0.093637839,842.8825105,533.7356843,4.970019005
111,0.093777375,844.7763434,534.5310375,4.981185906
111.05,0.093828967,845.5045433,534.8251146,4.985479705
111.1,0.093874084,844.8194386,535.0822789,4.981440015
111.15,0.093837457,844.7324396,534.8735044,4.98092703
111.2,0.093964492,846.7677522,535.5976055,4.992928159
111.25,0.094017605,844.391693,535.9003472,4.978917832
111.3,0.094068472,843.8978115,536.1902881,4.976005683
111.35,0.093949577,847.6100101,535.5125906,4.997894495
111.4,0.094018953,843.5683236,535.908031,4.974062871
111.45,0.094173097,846.9280921,536.7866508,4.993873597
111.5,0.09415483,845.9696008,536.6825324,4.988221895
111.55,0.094205428,844.2912316,536.9709388,4.978325466
111.6,0.094221831,843.9773535,537.0644358,4.976474698
111.65,0.094467034,848.0353159,538.4620914,5.000402292
111.7,0.094306194,845.9556063,537.5453084,4.988139378
111.75,0.094240076,843.5514876,537.1684324,4.973963599
111.8,0.094385446,846.3650256,537.9970419,4.9905535
111.85,0.09440588,849.8476321,538.1135134,5.011088533
111.9,0.094354692,846.7299721,537.8217431,4.99270539
111.95,0.094658097,849.8929171,539.5511524,5.011355554
112,0.094703455,849.5592927,539.8096938,5.009388353
112.05,0.094735483,848.1181505,539.9922526,5.000890722
112.1,0.094639804,845.2793998,539.446883,4.984152156
112.15,0.094648438,844.9379079,539.4960953,4.982138564
112.2,0.094704335,846.1072896,539.8147088,4.989033771
112.25,0.094941505,848.6714118,541.1665792,5.004153003
112.3,0.094918203,848.6020663,541.0337586,5.00374411
112.35,0.09479855,852.0573109,540.3517367,5.024117806
112.4,0.095000481,855.876186,541.5027435,5.046635632
112.45,0.095043424,856.3322977,541.7475195,5.049325074
112.5,0.095124916,856.0109785,542.212023,5.04743043
112.55,0.095175782,855.6861712,542.5019578,5.045515218
112.6,0.095129094,855.1695593,542.2358353,5.042469039
112.65,0.094979932,849.7154013,541.3856104,5.01030884
112.7,0.095232747,853.7374754,542.8266574,5.03402482
112.75,0.095274793,854.0230403,543.0663201,5.035708641
112.8,0.095215543,851.568674,542.7285934,5.02123658
112.85,0.095225516,856.1372112,542.7854388,5.048174755
112.9,0.095312333,848.8428291,543.280298,5.005163757
112.95,0.095384849,849.4986518,543.6936412,5.009030786
113,0.095550352,851.2803822,544.6370047,5.01953668
113.05,0.095393659,849.6723943,543.7438586,5.010055251
113.1,0.095617135,852.734418,545.0176678,5.028110337
113.15,0.095646403,851.9403888,545.1844952,5.02342838
113.2,0.095697129,851.973728,545.4736353,5.023624963
113.25,0.095670733,850.8455812,545.3231762,5.016972896
113.3,0.095612444,849.9700864,544.9909281,5.011810579
113.35,0.095893919,857.3125633,546.5953411,5.055105166
113.4,0.095938688,849.4657883,546.8505189,5.008837009
113.45,0.095932933,849.6092534,546.8177177,5.009682944
113.5,0.095920886,848.9211257,546.7490505,5.00562543
113.55,0.09595799,847.9994915,546.9605434,5.000191055
113.6,0.095993847,846.4015221,547.1649273,4.9907687
113.65,0.095982396,846.3574457,547.0996566,4.990508805
113.7,0.096066925,847.8255993,547.5814717,4.999165708
113.75,0.096163159,846.0195089,548.1300079,4.988516176
113.8,0.096131317,845.5854865,547.9485066,4.985956982
113.85,0.096017244,850.8835907,547.2982888,5.017197017
113.9,0.09628241,849.9767033,548.8097359,5.011849596
113.95,0.096193085,849.9499897,548.3005857,5.01169208
114,0.096477968,854.5894314,549.9244182,5.039048341
114.05,0.096492658,852.4915839,550.0081492,5.026678477
114.1,0.096509169,850.5520169,550.1022612,5.015241907
114.15,0.096569426,853.0860255,550.4457289,5.030183575
114.2,0.096569161,850.2695597,550.4442178,5.01357641
114.25,0.096399778,848.8468072,549.4787352,5.005187214
114.3,0.096620447,853.0066986,550.7365491,5.029715827
114.35,0.096614451,857.1390148,550.702369,5.054081845
114.4,0.096545594,850.3220709,550.3098846,5.013886041
114.45,0.096758128,856.2890111,551.5213304,5.049069836
114.5,0.096863428,855.6753922,552.1215406,5.04545166
114.55,0.096831106,855.2624144,551.9373028,5.043016555
114.6,0.096982806,855.8066385,552.8019967,5.046225548
114.65,0.096875037,854.1111002,552.1877131,5.036227882
114.7,0.096933619,853.7746273,552.5216267,5.034243885
114.75,0.097005613,853.946462,552.9319961,5.0352571
114.8,0.09710764,855.0550545,553.5135483,5.041793866
114.85,0.097064664,858.6997203,553.2685859,5.063284475
114.9,0.09709594,854.0856233,553.4468567,5.036077659
114.95,0.097260677,856.9250699,554.3858568,5.052820329
115,0.097205457,855.4087793,554.0711076,5.043879589
115.05,0.097231095,855.420977,554.217243,5.043951512
115.1,0.097297515,854.0668425,554.5958342,5.035966918
115.15,0.097303102,853.2470985,554.6276834,5.031133335
115.2,0.097371759,856.303832,555.0190287,5.049157227
115.25,0.097376493,854.2336177,555.0460096,5.036950301
115.3,0.097513628,855.9571556,555.8276817,5.047113065
115.35,0.097578273,862.8630434,556.196157,5.087833324
115.4,0.097561895,862.0557402,556.1027997,5.083073096
115.45,0.097545662,860.726991,556.0102721,5.075238186
115.5,0.097629042,859.3838827,556.4855377,5.067318608
115.55,0.09767778,859.6695445,556.7633486,5.069003
115.6,0.097569898,859.8814143,556.1484166,5.070252281
115.65,0.097749058,860.2395309,557.1696309,5.072363899
115.7,0.097886468,860.9484884,557.9528703,5.076544235
115.75,0.097785293,860.3208204,557.3761721,5.072843219
115.8,0.098016732,862.7476873,558.6953745,5.087153132
115.85,0.098085944,864.0319425,559.0898801,5.094725685
115.9,0.098110467,853.4728116,559.2296593,5.032464242
115.95,0.097933034,846.1437426,558.2182949,4.989248715
116,0.09802391,850.4434083,558.7362863,5.014601501
116.05,0.098148179,850.0498087,559.444619,5.012280659
116.1,0.098138834,854.0936057,559.391355,5.036124727
116.15,0.09826264,855.6858956,560.0970495,5.045513593
116.2,0.098278534,855.1953278,560.1876416,5.042620982
116.25,0.098286455,854.4818341,560.232793,5.038413898
116.3,0.098191399,853.0461371,559.6909763,5.029948375
116.35,0.098347675,861.7400056,560.5817472,5.081211382
116.4,0.098396989,861.8688014,560.8628345,5.08197082
116.45,0.098475394,861.4682257,561.3097465,5.079608843
116.5,0.098410121,860.0429929,560.9376904,5.071205022
116.55,0.098440165,862.8422492,561.1089378,5.087710712
116.6,0.098633805,864.4216139,562.2126886,5.097023365
116.65,0.098689942,864.2890764,562.5326699,5.096241863
116.7,0.098810343,863.0945207,563.2189544,5.089198219
116.75,0.098676094,859.9647687,562.453736,5.070743777
116.8,0.098545878,856.8061433,561.7115043,5.052119083
116.85,0.098693131,864.754923,562.5508483,5.098988707
116.9,0.098924692,854.9482446,563.870743,5.041164067
116.95,0.098942615,852.4226637,563.9729041,5.026272092
117,0.098939097,851.9991443,563.9528514,5.023774829
117.05,0.09902845,851.9720819,564.4621636,5.023615256
117.1,0.099095811,856.101162,564.8461212,5.047962192
117.15,0.099116411,854.381653,564.9635421,5.037823184
117.2,0.099184301,855.5038683,565.3505157,5.044440277
117.25,0.099118094,852.0502885,564.9731374,5.024076398
117.3,0.099212801,853.271216,565.5129647,5.031275543
117.35,0.099234208,860.7497467,565.6349875,5.075372364
117.4,0.099278328,856.6622697,565.886471,5.051270739
117.45,0.099431948,856.45408,566.7621064,5.050043158
117.5,0.099407973,854.8547735,566.6254459,5.040612918
117.55,0.099466203,856.8335213,566.957358,5.052280516
117.6,0.099445663,855.1698407,566.8402786,5.042470698
117.65,0.099478009,854.5260113,567.0246511,5.038674387
117.7,0.099523221,855.1563324,567.2823582,5.042391047
117.75,0.099761893,856.9315324,568.6427913,5.052858434
117.8,0.099547932,856.2317778,567.4232139,5.048732363
117.85,0.099598795,863.2365327,567.7131314,5.090035587
117.9,0.099874288,869.1397576,569.2834425,5.124843688
117.95,0.09965793,864.7513189,568.0501984,5.098967456
118,0.099692197,866.0283461,568.2455223,5.10649739
118.05,0.099838506,867.320682,569.0794824,5.11411759
118.1,0.099853309,867.2932708,569.1638636,5.113955961
118.15,0.099916403,866.6660679,569.523498,5.110257687
118.2,0.099932019,867.160994,569.6125093,5.113175997
118.25,0.099989299,866.4683318,569.9390071,5.109091745
118.3,0.09993722,864.8159874,569.6421517,5.09934877
118.35,0.100148872,871.2506379,570.8485729,5.137290399
118.4,0.100156746,865.824617,570.8934502,5.10529611
118.45,0.100207775,864.3602403,571.1843163,5.096661478
118.5,0.100228214,864.6170868,571.3008175,5.098175962
118.55,0.100209258,864.8482573,571.1927705,5.099539048
118.6,0.10038038,866.6322937,572.1681681,5.110058539
118.65,0.100418755,866.6847785,572.3869048,5.110368014
118.7,0.100443108,867.2375871,572.5257166,5.113627625
118.75,0.100544438,867.4454456,573.1032961,5.114853253
118.8,0.100467391,865.6982647,572.6641279,5.104551079
118.85,0.100584492,867.0680356,573.3316059,5.112627872
118.9,0.100611332,858.2401074,573.4845917,5.060574389
118.95,0.10059321,855.5420419,573.3812973,5.044665366
119,0.100601562,856.5908723,573.4289031,5.050849748
119.05,0.100702893,858.1698882,574.0064884,5.060160344
119.1,0.100757954,857.165587,574.3203355,5.054238527
119.15,0.100963658,859.4272167,575.4928519,5.067574125
119.2,0.101014795,860.6645768,575.7843331,5.074870164
119.25,0.100875136,856.8692832,574.9882759,5.052491385
119.3,0.10090249,858.9165521,575.1441941,5.064563014
119.35,0.100939181,868.0359836,575.3533334,5.118335334
119.4,0.100978958,872.7206926,575.580063,5.145958511
119.45,0.101067692,873.7491179,576.0858443,5.152022574
119.5,0.101096207,872.9288701,576.2483799,5.14718602
119.55,0.101134752,870.8154232,576.4680866,5.134724175
119.6,0.101139737,868.9828428,576.4965023,5.123918447
119.65,0.101058274,871.8668397,576.0321593,5.140923805
119.7,0.101257136,871.8309408,577.1656748,5.14071213
119.75,0.101456391,870.4202029,578.3014306,5.132393776
119.8,0.101365512,872.0175892,577.7834196,5.141812693
119.85,0.101334289,871.805737,577.6054474,5.140563516
119.9,0.101506528,858.0807632,578.5872081,5.059634822
119.95,0.101564976,861.0630071,578.9203623,5.07721949
120,0.10141304,861.263657,578.0543306,5.078402614
120.05,0.101736519,864.880147,579.8981578,5.099727085
120.1,0.101750614,864.6941258,579.9784998,5.098630219
120.15,0.101781322,863.735247,580.1535373,5.092976233
120.2,0.1017982,862.1347584,580.2497412,5.083539024
120.25,0.101779649,860.5313631,580.1440004,5.074084675
120.3,0.101802143,860.3280954,580.2722177,5.072886116
120.35,0.101775309,865.077198,580.1192621,5.100888987
120.4,0.101842546,859.5111119,580.5025107,5.06806881
120.45,0.101884435,861.0798574,580.7412807,5.077318847
120.5,0.101993915,861.2750427,581.3653178,5.078469749
120.55,0.101896104,862.7920292,580.8077901,5.087414592
120.6,0.102095206,863.8761859,581.9426714,5.093807273
120.65,0.102129768,863.7953492,582.1396801,5.093330623
120.7,0.102083069,862.1043454,581.8734944,5.083359695
120.75,0.102284868,864.4857125,583.0237494,5.09740132
120.8,0.102293757,865.0722197,583.0744157,5.100859633
120.85,0.102224404,870.0103752,582.679101,5.129977246
120.9,0.102236342,873.1220069,582.7471516,5.148324843
120.95,0.102383002,874.8143461,583.5831108,5.158303645
121,0.102382088,875.236081,583.5779001,5.160790386
121.05,0.102493625,872.4363384,584.2136625,5.144281829
121.1,0.102484061,871.8012099,584.1591472,5.140536822
121.15,0.102533135,873.1766198,584.4388671,5.148646865
121.2,0.102687491,874.9275584,585.3187009,5.158971196
121.25,0.102734727,874.8008343,585.5879425,5.158223973
121.3,0.102619015,874.2728861,584.9283841,5.155110951
121.35,0.102585321,876.8882635,584.7363297,5.170532406
121.4,0.1027181,863.6065255,585.4931683,5.092217232
121.45,0.102708596,864.9176969,585.438996,5.099948496
121.5,0.102900704,867.3637288,586.5340152,5.114371414
121.55,0.102976253,867.8019158,586.9646422,5.116955164
121.6,0.102841432,866.8653799,586.1961599,5.111432921
121.65,0.102898338,866.1145057,586.520529,5.107005426
121.7,0.103081509,868.1944655,587.5645998,5.119269816
121.75,0.103035393,866.6753651,587.3017407,5.110312508
121.8,0.10312815,866.0784695,587.8304574,5.10679294
121.85,0.103036166,872.7889483,587.3061441,5.146360978
121.9,0.103125512,870.7136957,587.8154186,5.134124343
121.95,0.103207841,871.8243423,588.2846945,5.140673222
122,0.103422806,874.5781957,589.5099925,5.156911195
122.05,0.103332945,873.5514934,588.9977839,5.150857291
122.1,0.103304463,873.0914655,588.8354416,5.148144757
122.15,0.103415445,872.1365592,589.4680366,5.142514194
122.2,0.103489627,875.2633252,589.8908755,5.16095103
122.25,0.103567156,874.6334287,590.3327875,5.157236874
122.3,0.103685317,876.2861977,591.0063077,5.166982352
122.35,0.10364437,877.1378557,590.7729077,5.172004116
122.4,0.103645017,868.2270086,590.7765947,5.119461704
122.45,0.103685342,870.2106397,591.0064475,5.131158096
122.5,0.103901191,872.4733546,592.2367883,5.144500093
122.55,0.103913554,871.9084717,592.3072604,5.141169287
122.6,0.103643605,866.7366724,590.7685459,5.110674004
122.65,0.103833264,868.1398705,591.8496022,5.118947899
122.7,0.103920594,867.4024836,592.3473852,5.11459993
122.75,0.103876746,867.5929988,592.0974539,5.115723294
122.8,0.104050076,869.9847332,593.0854308,5.129826049
122.85,0.104102396,875.3200627,593.3836559,5.161285581
122.9,0.104019666,866.6172204,592.9120944,5.10996966
122.95,0.104158762,866.6006416,593.7049429,5.109871904
123,0.104115492,867.004878,593.4583044,5.112255466
123.05,0.104184607,866.0360388,593.85226,5.106542749
123.1,0.104236219,865.8277715,594.1464496,5.10531471
123.15,0.104310762,868.8625302,594.571346,5.123209029
123.2,0.104308967,867.3232184,594.5611094,5.114132546
123.25,0.104392042,867.3932598,595.0346402,5.114545542
123.3,0.104349637,867.3009706,594.7929308,5.114001363
123.35,0.104445859,876.1152354,595.3413982,5.165974281
123.4,0.104552767,877.3408912,595.9507732,5.173201305
123.45,0.104456869,876.7877321,595.4041533,5.169939627
123.5,0.104393931,875.256094,595.0454092,5.160908392
123.55,0.10474954,880.2203712,597.0723774,5.19018003
123.6,0.104633712,878.4378639,596.4121599,5.179669556
123.65,0.104631159,877.0826636,596.3976057,5.171678678
123.7,0.104711948,875.4955072,596.8581062,5.162320081
123.75,0.104773999,878.5643326,597.2117953,5.180415273
123.8,0.104793686,877.1844059,597.3240107,5.172278597
123.85,0.10495647,881.4848467,598.2518771,5.197635954
123.9,0.10495067,875.5852051,598.2188184,5.162848981
123.95,0.105011685,876.0474015,598.5666023,5.165574301
124,0.105007506,875.180995,598.542784,5.160465574
124.05,0.105080387,874.4407402,598.9582051,5.156100694
124.1,0.105267066,875.109895,600.0222756,5.160046336
124.15,0.105296807,875.9531816,600.191798,5.165018738
124.2,0.105127941,871.876692,599.2292648,5.140981899
124.25,0.105274907,874.8289968,600.0669726,5.158390032
124.3,0.105193844,872.4988249,599.604911,5.144650278
124.35,0.105241802,877.0908678,599.8782739,5.171727054
124.4,0.105467422,877.8995064,601.1643075,5.176495155
124.45,0.105381678,878.8589455,600.6755639,5.182152444
124.5,0.105519146,877.907159,601.4591305,5.176540278
124.55,0.105505646,876.4733223,601.3821846,5.168085724
124.6,0.105505704,876.3715378,601.3825123,5.167485556
124.65,0.105467345,875.1138483,601.1638677,5.160069646
124.7,0.105548416,875.1981713,601.6259717,5.160566853
124.75,0.105607656,877.6815061,601.9636398,5.175209726
124.8,0.105752685,878.5457792,602.7903042,5.180305874
124.85,0.105694116,879.6673551,602.456461,5.186919196
124.9,0.105854986,872.1077252,603.3734225,5.142344176
124.95,0.105787648,872.2082678,602.9895916,5.142937021
125,0.105804008,870.759568,603.0828481,5.134394828
125.05,0.106056583,873.0142216,604.5225213,5.147689291
125.1,0.105921725,873.1413315,603.7538311,5.14843879
125.15,0.105962512,872.4993431,603.9863209,5.144653333
125.2,0.106081749,872.1382212,604.6659682,5.142523994
125.25,0.106091609,873.8983838,604.7221737,5.152902714
125.3,0.106212366,874.5659496,605.410485,5.156838986
125.35,0.106132736,877.4769402,604.9565974,5.174003512
125.4,0.106150107,880.7318731,605.0556107,5.193196078
125.45,0.10627505,879.5618696,605.7677829,5.186297205
125.5,0.106596742,882.566941,607.6014283,5.204016474
125.55,0.106535794,878.958995,607.2540236,5.182742382
125.6,0.106347032,876.628455,606.1780804,5.169000457
125.65,0.106279472,876.1743956,605.7929908,5.166323116
125.7,0.106460874,879.4013466,606.8269802,5.185350688
125.75,0.106570725,877.7932036,607.4531323,5.175868345
125.8,0.106629708,877.1945834,607.7893368,5.172338608
125.85,0.106488605,881.9077977,606.9850493,5.200129865
125.9,0.106703498,881.3357449,608.2099372,5.196756782
125.95,0.106872668,885.0307551,609.1742072,5.218544243
126,0.106796499,879.8972275,608.7400416,5.188274628
126.05,0.106813908,880.2773189,608.8392741,5.19051582
126.1,0.10697103,883.9973268,609.7348699,5.21245068
126.15,0.107042495,881.6481644,610.1422195,5.198598949
126.2,0.106923983,878.3857304,609.466705,5.179362153
126.25,0.107014907,877.6828171,609.9849673,5.175217456
126.3,0.10690936,877.2588714,609.3833525,5.172717679
126.35,0.107003314,883.7228992,609.9188882,5.21083253
126.4,0.107048621,881.2462868,610.1771419,5.196229296
126.45,0.107066915,879.6306833,610.2814143,5.186702962
126.5,0.107011496,878.6420203,609.9655285,5.180873355
126.55,0.107159697,881.9930881,610.8102736,5.200632776
126.6,0.107202618,882.2448187,611.0549246,5.202117094
126.65,0.107352948,883.8712916,611.9118045,5.211707519
126.7,0.107405521,882.5129521,612.2114723,5.203698131
126.75,0.107327712,880.9797056,611.7679563,5.194657412
126.8,0.107390439,881.4961802,612.1255038,5.197702781
126.85,0.107463612,883.0716886,612.5425896,5.206992696
126.9,0.107605734,874.8060749,613.3526853,5.158254874
126.95,0.10767363,874.231813,613.7396906,5.154868765
127,0.107737342,872.3035047,614.1028501,5.143498581
127.05,0.10769645,874.1497643,613.869766,5.154384968
127.1,0.107846404,873.1613338,614.7245051,5.148556732
127.15,0.107666993,872.3372685,613.7018622,5.143697668
127.2,0.107852967,874.462263,614.761914,5.156227603
127.25,0.107903071,873.2237772,615.0475033,5.148924927
127.3,0.107883197,873.4065411,614.934225,5.150002586
127.35,0.107879002,879.5281187,614.9103133,5.186098194
127.4,0.107710642,883.6808401,613.9506616,5.21058453
127.45,0.108127527,889.7465699,616.326904,5.246350835
127.5,0.108110455,890.0775571,616.2295938,5.248302486
127.55,0.108187325,889.1109851,616.6677507,5.242603137
127.6,0.108156503,887.3278383,616.4920684,5.232088892
127.65,0.108118656,884.4604467,616.2763371,5.215181446
127.7,0.108244809,886.1331171,616.995414,5.225044272
127.75,0.108126305,884.6572105,616.3199378,5.216341655
127.8,0.108302442,885.8233754,617.3239186,5.223217894
127.85,0.108402173,889.6004132,617.8923855,5.245489028
127.9,0.108554279,880.6137395,618.7593899,5.192499509
127.95,0.108426575,877.0077701,618.0314794,5.171237071
128,0.108471327,881.2327138,618.2865634,5.196149263
128.05,0.10849361,879.0045096,618.4135777,5.183010757
128.1,0.108693526,882.5270544,619.5530976,5.203781285
128.15,0.108550544,879.8341629,618.7381013,5.18790277
128.2,0.108620723,881.8211852,619.1381194,5.199619158
128.25,0.108689504,882.120024,619.5301736,5.201381248
128.3,0.108670461,880.7328498,619.421629,5.193201838
128.35,0.108656266,885.8868195,619.3407175,5.223591989
128.4,0.108929986,883.7253537,620.9009217,5.210847002
128.45,0.108948709,882.6264678,621.0076385,5.204367471
128.5,0.108947199,881.4037945,620.9990364,5.197158033
128.55,0.109011877,881.8581622,621.3676963,5.199837192
128.6,0.108802974,880.0795499,620.1769501,5.189349684
128.65,0.108864802,878.4611172,620.5293739,5.179806668
128.7,0.109040784,880.8933907,621.5324694,5.194148459
128.75,0.109163664,881.9820043,622.2328854,5.200567421
128.8,0.109151517,882.0747375,622.1636453,5.201114218
128.85,0.109101339,885.0231279,621.8776338,5.21849927
128.9,0.10922523,879.4778927,622.5838085,5.185802039
128.95,0.109317294,880.4328749,623.1085748,5.191433049
129,0.109467006,882.6246658,623.9619355,5.204356846
129.05,0.109448208,881.3996284,623.8547873,5.197133467
129.1,0.109412303,880.5312841,623.6501277,5.192013314
129.15,0.109376855,880.3975257,623.4480711,5.191224614
129.2,0.109376739,880.452084,623.4474137,5.191546314
129.25,0.109600574,886.254155,624.7232698,5.225757967
129.3,0.10970757,886.8162263,625.3331481,5.229072195
129.35,0.109642798,888.8998098,624.9639489,5.241357952
129.4,0.109724152,885.3207179,625.4276666,5.220253996
129.45,0.109834235,884.5579844,626.0551388,5.215756572
129.5,0.109728183,884.0177117,625.4506407,5.212570879
129.55,0.109940484,885.3709724,626.660758,5.22055032
129.6,0.109904715,885.942074,626.4568761,5.223917795
129.65,0.110047622,885.1912386,627.2714456,5.219490527
129.7,0.109961332,884.3963374,626.7795947,5.214803428
129.75,0.109950421,882.9258179,626.7173971,5.206132576
129.8,0.11001568,882.8741259,627.0893754,5.205827776
129.85,0.110055239,891.5649327,627.3148647,5.257072729
129.9,0.110124253,891.2211348,627.7082428,5.255045541
129.95,0.110278803,889.7039915,628.5891793,5.246099773
130,0.110093117,887.4353065,627.5307681,5.232722573
130.05,0.110352993,891.5476051,629.0120591,5.256970558
130.1,0.110326424,891.6825245,628.8606165,5.257766104
130.15,0.11037705,891.3197554,629.1491857,5.255627053
130.2,0.110336991,890.0642556,628.9208478,5.248224054
