Time [s],Strain,Stress [MPa],Displacement [nm],Load [mN]
47.2,0.039086195,532.3175254,222.7913102,3.138786468
47.25,0.039127914,532.5541605,223.0291094,3.140181776
47.3,0.039295329,536.0277174,223.9833735,3.160663449
47.35,0.039252936,538.6289293,223.7417369,3.176001379
47.4,0.039335653,535.8770314,224.2132195,3.159774936
47.45,0.039261178,534.6720891,223.7887157,3.152670047
47.5,0.039502107,537.2738048,225.1620127,3.168010948
47.55,0.039584373,538.4509765,225.6309287,3.174952088
47.6,0.03949723,536.4351373,225.1342117,3.163065782
47.65,0.039530081,537.304875,225.3214629,3.168194152
47.7,0.039676248,538.4967741,226.154615,3.175222132
47.75,0.039602605,539.3077381,225.7348477,3.180003944
47.8,0.03958824,538.8781145,225.6529674,3.177470688
47.85,0.039538172,540.504568,225.3675795,3.187060999
47.9,0.039791434,535.1916766,226.8111762,3.155733772
47.95,0.039841621,535.9684769,227.097237,3.16031414
48,0.0397683,535.0798049,226.6793086,3.155074126
48.05,0.04001757,539.025006,228.1001503,3.178336828
48.1,0.039992282,538.9243455,227.9560076,3.177743287
48.15,0.040004142,538.7905096,228.0236113,3.17695413
48.2,0.039979097,537.8068074,227.880855,3.171153774
48.25,0.040047884,537.7529837,228.2729389,3.170836405
48.3,0.0401207,538.5467593,228.6879913,3.175516867
48.35,0.040044793,543.5138076,228.2553203,3.204804845
48.4,0.040196208,546.3288571,229.1183874,3.221403659
48.45,0.040245215,546.4645128,229.3977237,3.222203546
48.5,0.040217886,545.6456796,229.2419504,3.217375333
48.55,0.040228337,545.660784,229.3015221,3.217464395
48.6,0.040263646,546.4478935,229.5027841,3.222105551
48.65,0.040404206,549.319062,230.3039729,3.239035268
48.7,0.040542858,550.4123846,231.0942892,3.245481996
48.75,0.04058238,550.5623801,231.3195655,3.246366438
48.8,0.040610368,550.9860335,231.4791002,3.248864491
48.85,0.040508314,552.5919656,230.8973882,3.258333797
48.9,0.04052933,543.111421,231.0171798,3.202432191
48.95,0.040485565,544.3536838,230.7677179,3.209757138
49,0.040799707,546.8533932,232.5583274,3.224496562
49.05,0.040748216,548.9674584,232.2648319,3.236962053
49.1,0.040901603,547.898473,233.1391368,3.230658829
49.15,0.040779313,548.5559816,232.4420865,3.234535798
49.2,0.040863032,547.9760613,232.91928,3.231116324
49.25,0.040843622,548.4090549,232.8086441,3.233669452
49.3,0.040868509,548.1456763,232.9505016,3.232116452
49.35,0.041123107,559.2261933,234.4017099,3.297452224
49.4,0.040970507,560.920916,233.5318917,3.307445081
49.45,0.041040361,561.863438,233.9300552,3.31300262
49.5,0.041059569,559.6846674,234.0395445,3.300155596
49.55,0.041001621,559.1037588,233.7092398,3.296730295
49.6,0.041102738,558.6238684,234.2856071,3.293900643
49.65,0.040996954,559.3848368,233.6826372,3.298387659
49.7,0.041310194,564.2405578,235.4681082,3.3270192
49.75,0.041388123,563.9887673,235.9122991,3.325534529
49.8,0.041351635,563.5396299,235.7043203,3.32288621
49.85,0.041381305,565.5499835,235.8734408,3.33474017
49.9,0.04151233,557.2080975,236.6202838,3.285552613
49.95,0.041581208,558.333549,237.012883,3.292188787
50,0.041632239,559.0713217,237.3037634,3.296539031
50.05,0.041618843,559.8475988,237.2274057,3.301116314
50.1,0.04150305,555.2127673,236.5673874,3.273787238
50.15,0.041497119,558.1031978,236.5335787,3.290830531
50.2,0.041472611,559.0209158,236.3938804,3.296241815
50.25,0.041689793,561.4332491,237.6318179,3.31046603
50.3,0.041788165,562.6238693,238.1925403,3.317486469
50.35,0.041690066,564.4591802,237.6333752,3.328308297
50.4,0.041783517,559.4370381,238.1660491,3.298695461
50.45,0.041839379,560.5738065,238.4844631,3.305398365
50.5,0.041888513,561.9722764,238.7645245,3.31364438
50.55,0.042027521,563.1306126,239.5568723,3.320474458
50.6,0.042110791,564.6280659,240.031511,3.329304124
50.65,0.042164838,563.5248975,240.3395788,3.322799341
50.7,0.042024939,562.518581,239.54215,3.316865641
50.75,0.042109844,563.643393,240.0261118,3.323498045
50.8,0.042187724,563.853732,240.4700258,3.324738299
50.85,0.042280228,570.7227044,240.9972969,3.365240888
50.9,0.042254806,568.3574776,240.8523944,3.351294433
50.95,0.042257368,567.4123184,240.8669962,3.345721344
51,0.042379968,569.2786537,241.5658174,3.356726107
51.05,0.042373746,567.1841974,241.5303541,3.344376239
51.1,0.042345042,567.1238627,241.3667394,3.344020479
51.15,0.042443465,569.7683072,241.9277498,3.359613327
51.2,0.042414702,568.8571179,241.7638042,3.35424054
51.25,0.04247812,569.8079725,242.125283,3.359847212
51.3,0.042613282,572.7048558,242.8957048,3.376928555
51.35,0.042636453,574.3772355,243.0277839,3.386789667
51.4,0.042585048,570.3004746,242.7347724,3.362751229
51.45,0.042775812,574.5831264,243.8221262,3.388003693
51.5,0.042784258,572.3731958,243.870273,3.374972936
51.55,0.042874239,571.5366316,244.3831623,3.370040173
51.6,0.042886537,572.7202369,244.4532604,3.377019248
51.65,0.042907077,572.1665158,244.5703368,3.373754257
51.7,0.042795665,572.390652,243.9352924,3.375075866
51.75,0.042868832,575.1533418,244.3523424,3.391365943
51.8,0.042897706,576.5280541,244.516927,3.399471873
51.85,0.043038999,582.1687054,245.3222951,3.43273172
51.9,0.043126065,582.0475622,245.8185722,3.432017405
51.95,0.043077514,581.1521467,245.5418272,3.426737627
52,0.04294588,581.618742,244.7915153,3.429488886
52.05,0.043220769,582.6827067,246.3583821,3.435762506
52.1,0.043375476,583.6331156,247.2402137,3.44136655
52.15,0.043431284,583.9961155,247.5583199,3.443506962
52.2,0.043306583,584.4514327,246.8475211,3.44619172
52.25,0.043421228,584.1675714,247.5010023,3.444517944
52.3,0.043373937,583.2740936,247.2314429,3.439249593
52.35,0.043358279,584.4177993,247.1421894,3.445993402
52.4,0.043562657,575.8614556,248.3071434,3.395541304
52.45,0.043561836,577.3276133,248.3024625,3.404186437
52.5,0.043615338,576.5691042,248.607424,3.399713923
52.55,0.043639434,576.6186823,248.7447762,3.400006257
52.6,0.043713945,576.9477317,249.1694838,3.401946482
52.65,0.043754111,579.6572092,249.3984312,3.417922795
52.7,0.043723046,578.9624154,249.2213638,3.413825974
52.75,0.043800693,578.574571,249.6639477,3.411539068
52.8,0.043877139,581.9376533,250.099695,3.431369332
52.85,0.04399133,586.4628029,250.7505784,3.458051674
52.9,0.044029963,585.9269097,250.9707905,3.454891803
52.95,0.043932909,585.1241991,250.4175807,3.450158656
53,0.044002545,585.1251768,250.8145085,3.450164422
53.05,0.044085231,587.0196298,251.2858154,3.461334979
53.1,0.044107959,587.2821347,251.4153656,3.462882827
53.15,0.044281906,587.3836849,252.406862,3.463481613
53.2,0.044125483,585.9529293,251.5152553,3.455045227
53.25,0.044188982,585.7758414,251.8771954,3.454001036
53.3,0.044152144,586.3759132,251.6672218,3.457539333
53.35,0.044264284,592.5220041,252.3064208,3.493779483
53.4,0.044399268,589.5794448,253.0758271,3.476428814
53.45,0.044325948,589.3352699,252.6579045,3.474989047
53.5,0.044427794,590.7640084,253.2384238,3.48341354
53.55,0.044471804,591.5014324,253.4892849,3.487761727
53.6,0.044679788,592.5407287,254.6747944,3.493889892
53.65,0.044489779,590.5726565,253.5917386,3.482285242
53.7,0.044553202,592.3119876,253.9532524,3.49254113
53.75,0.044624285,592.8783609,254.3584247,3.495880725
53.8,0.044637162,592.5831246,254.4318229,3.494139877
53.85,0.044608538,595.8191833,254.2686657,3.513221152
53.9,0.04484291,593.9720887,255.6045866,3.502329841
53.95,0.04479104,593.3369601,255.3089257,3.498584834
54,0.044731717,594.0474872,254.970785,3.502774426
54.05,0.044912454,596.672418,256.0009882,3.518252212
54.1,0.04506399,598.155047,256.8647444,3.526994468
54.15,0.044910368,595.8785139,255.9890999,3.513570992
54.2,0.045034303,597.4952202,256.695527,3.523103829
54.25,0.045019684,595.6871338,256.612199,3.512442528
54.3,0.045165017,597.9334547,257.4405957,3.525687859
54.35,0.045175417,603.0861842,257.4998769,3.556070698
54.4,0.045108749,603.339097,257.1198679,3.557561987
54.45,0.0451666,602.5546018,257.4496204,3.552936246
54.5,0.045259518,603.7520818,257.9792528,3.559997133
54.55,0.045293344,605.0977463,258.1720604,3.567931784
54.6,0.045414519,606.0859426,258.8627562,3.573758639
54.65,0.045488395,604.6054627,259.2838532,3.565029056
54.7,0.045417908,604.597294,258.882076,3.564980889
54.75,0.045490152,603.838281,259.2938673,3.560505403
54.8,0.045320066,603.2854901,258.3243761,3.557245896
54.85,0.045411958,608.0368406,258.848163,3.585262022
54.9,0.045695554,605.13327,260.4646579,3.568141248
54.95,0.04567734,605.8129278,260.3608352,3.57214882
55,0.045741554,604.3295994,260.7268561,3.56340244
55.05,0.045801543,604.1909965,261.0687952,3.562585174
55.1,0.045814545,604.8866412,261.1429042,3.566687012
55.15,0.045843245,604.8302984,261.3064983,3.566354789
55.2,0.045771988,604.0277816,260.900329,3.561622785
55.25,0.045877244,602.1098987,261.5002892,3.550314074
55.3,0.045760762,603.5993683,260.8363419,3.559096665
55.35,0.045921331,611.3892473,261.7515853,3.605029338
55.4,0.046045581,609.8821032,262.459814,3.59614253
55.45,0.046109378,609.3495624,262.8234568,3.593002427
55.5,0.046112862,611.3565829,262.8433133,3.604836734
55.55,0.046229608,612.5633644,263.5087658,3.611952467
55.6,0.046233614,610.7820198,263.5316016,3.601448848
55.65,0.046211793,610.4409736,263.407222,3.599437885
55.7,0.046315285,612.3941811,263.9971237,3.610954885
55.75,0.046180683,610.6323309,263.2298909,3.600566214
55.8,0.046361832,613.2416041,264.2624437,3.615951677
55.85,0.04643467,615.707983,264.6776191,3.63049457
55.9,0.046487258,606.1861049,264.9773716,3.574349242
55.95,0.046574072,605.5234594,265.4722081,3.570441982
56,0.046440009,604.3688227,264.7080541,3.563633718
56.05,0.046565068,606.1693305,265.4208858,3.574250332
56.1,0.046667803,608.3380615,266.0064745,3.587038157
56.15,0.046638707,608.2115505,265.8406324,3.586292191
56.2,0.046826489,609.6517803,266.9109869,3.594784441
56.25,0.046786478,609.015334,266.6829242,3.591031664
56.3,0.046932038,609.697104,267.5126138,3.595051691
56.35,0.046776825,614.2815894,266.6279039,3.622083904
56.4,0.046832532,618.2266161,266.9454337,3.645345577
56.45,0.046870822,618.9191797,267.1636873,3.649429247
56.5,0.046894857,619.1258368,267.3006866,3.650647792
56.55,0.047003507,618.8481377,267.9199913,3.649010352
56.6,0.04682657,615.530728,266.9114513,3.629449394
56.65,0.047024931,618.9685517,268.0421046,3.649720367
56.7,0.047088684,619.803467,268.4054967,3.654643408
56.75,0.047233002,622.2848058,269.2281098,3.669274511
56.8,0.047276805,620.2776092,269.477791,3.657439166
56.85,0.047346957,624.0480002,269.8776521,3.679671108
56.9,0.047288744,612.775638,269.5458393,3.613204129
56.95,0.047197302,610.7525901,269.0246223,3.601275317
57,0.047238937,612.1444908,269.2619433,3.609482597
57.05,0.047425238,615.2337989,270.3238551,3.627698564
57.1,0.047367205,614.5878961,269.9930704,3.623890027
57.15,0.04754758,614.9169067,271.0212059,3.625830024
57.2,0.04755695,614.7604178,271.0746144,3.624907294
57.25,0.047629645,617.7031304,271.4889775,3.642258867
57.3,0.047690399,617.4460302,271.8352728,3.640742888
57.35,0.047552228,622.7963197,271.0477011,3.67229063
57.4,0.047692238,631.9627044,271.8457591,3.726339807
57.45,0.047817188,631.8445454,272.5579726,3.725643088
57.5,0.047767532,630.9920331,272.274933,3.720616287
57.55,0.047785275,630.6158737,272.3760671,3.71839828
57.6,0.047880099,631.4757287,272.916563,3.723468377
57.65,0.047803593,630.6752466,272.4804775,3.71874837
57.7,0.047765074,629.958943,272.2609233,3.714524718
57.75,0.047963028,630.5626192,273.3892622,3.718084267
57.8,0.048000914,630.7359847,273.6052094,3.719106509
57.85,0.04803297,632.1536002,273.7879317,3.727465416
57.9,0.048117197,620.0043973,274.2680254,3.655828184
57.95,0.048148193,620.8499705,274.4446994,3.660814069
58,0.048258097,623.5898523,275.0711553,3.676969659
58.05,0.04829129,623.1979579,275.260355,3.674658872
58.1,0.048432414,623.6478299,276.0647578,3.677311522
58.15,0.048534474,626.7502376,276.6464997,3.69560473
58.2,0.048398508,621.6249458,275.8714975,3.665383676
58.25,0.048504696,622.3618853,276.4767669,3.669729007
58.3,0.048626369,625.9325073,277.1703017,3.69078302
58.35,0.048640619,631.5683334,277.2515295,3.724014416
58.4,0.048711694,626.9412338,277.656656,3.69673093
58.45,0.048607166,622.2759205,277.0608449,3.669222119
58.5,0.048569114,622.9496485,276.8439471,3.673194727
58.55,0.048537662,623.809019,276.6646736,3.678261966
58.6,0.048724523,627.492131,277.7297789,3.699979271
58.65,0.048727019,627.2537695,277.7440084,3.698573783
58.7,0.048803359,626.249197,278.1791486,3.692650366
58.75,0.048871422,629.462312,278.5671047,3.711596355
58.8,0.048934475,628.4215799,278.9265098,3.705459725
58.85,0.048883065,634.2023738,278.6334695,3.739545917
58.9,0.048999963,634.5247764,279.2997915,3.74144695
58.95,0.049087,632.8661147,279.7958999,3.731666726
59,0.049059038,633.6508601,279.6365175,3.736293941
59.05,0.049035032,632.9460865,279.4996813,3.732138276
59.1,0.049061365,633.9591255,279.6497795,3.738111615
59.15,0.049212711,635.279114,280.5124525,3.745894868
59.2,0.049205376,634.506207,280.4706428,3.741337456
59.25,0.049253844,636.2843718,280.74691,3.751822326
59.3,0.049387373,635.7036958,281.5080248,3.748398395
59.35,0.049297808,640.8620256,280.997507,3.778814256
59.4,0.04935191,640.5353386,281.3058889,3.776887961
59.45,0.049444484,640.327362,281.8335564,3.775661636
59.5,0.049591654,641.6985475,282.6724264,3.78374677
59.55,0.049586083,642.3140443,282.6406742,3.78737602
59.6,0.049611849,642.5610467,282.78754,3.788832458
59.65,0.049732852,642.369619,283.4772538,3.787703714
59.7,0.049616561,641.5036389,282.8144004,3.7825975
59.75,0.049629786,639.767736,282.8897805,3.772361827
59.8,0.049625749,639.8478346,282.8667717,3.772834124
59.85,0.049625386,644.7278558,282.8647016,3.801608951
59.9,0.049770471,638.7572126,283.6916837,3.766403321
59.95,0.05003829,642.6199986,285.2182528,3.789180065
60,0.05017932,641.0341986,286.0221253,3.779829467
60.05,0.049917314,639.0320209,284.5286877,3.768023716
60.1,0.050018258,641.4423389,285.1040706,3.782236048
60.15,0.050076235,641.3907826,285.4345403,3.781932048
60.2,0.050052144,641.7418261,285.297219,3.784001961
60.25,0.050133174,641.9784224,285.759092,3.78539704
60.3,0.05021117,643.0838757,286.2036666,3.791915296
60.35,0.050187828,646.5225908,286.0706178,3.812191526
60.4,0.050160336,644.9622924,285.913918,3.802991296
60.45,0.050249725,647.7955186,286.4234299,3.819697288
60.5,0.050518947,651.6627228,287.9579977,3.842500084
60.55,0.050518656,651.6985618,287.956338,3.842711407
60.6,0.05042154,649.3921281,287.4027786,3.829111624
60.65,0.050434925,649.1832214,287.4790698,3.827879815
60.7,0.050437854,650.016412,287.4957697,3.832792686
60.75,0.05078159,653.4101892,289.4550646,3.852803942
60.8,0.05072208,652.1241301,289.1158532,3.845220751
60.85,0.050603621,654.9574532,288.440638,3.861927314
60.9,0.050561722,655.0207703,288.2018174,3.862300661
60.95,0.050693131,656.2645059,288.9508452,3.869634292
61,0.050717136,655.2141235,289.0876738,3.863440759
61.05,0.050704889,653.3970844,289.0178654,3.85272667
61.1,0.050648454,654.9886185,288.6961885,3.86211108
61.15,0.05088624,657.5714019,290.0515661,3.877340346
61.2,0.050841653,656.871686,289.7974209,3.873214503
61.25,0.050999769,659.793509,290.698685,3.890442901
61.3,0.050942624,658.0072811,290.3729563,3.879910488
61.35,0.0510741,658.8565943,291.1223718,3.884918426
61.4,0.051117596,648.2935102,291.3702948,3.822633673
61.45,0.051302782,650.1168068,292.4258549,3.833384659
61.5,0.051203723,646.0117538,291.8612237,3.809179398
61.55,0.051367827,649.110034,292.7966152,3.827448269
61.6,0.051319196,648.7457922,292.5194198,3.825300533
61.65,0.051335145,647.7373828,292.6103246,3.819354493
61.7,0.051320425,649.0421401,292.5264252,3.827047935
61.75,0.051270063,647.6207442,292.23936,3.818666738
61.8,0.051296616,648.187505,292.3907101,3.822008618
61.85,0.051518217,654.7276113,293.6538365,3.860572062
61.9,0.051442293,648.3027643,293.2210702,3.822688239
61.95,0.051539581,650.351254,293.7756123,3.834767067
62,0.051516107,649.4340381,293.6418094,3.829358744
62.05,0.051608426,649.2999697,294.1680285,3.828568216
62.1,0.051750716,652.4762274,294.9790802,3.847296878
62.15,0.051705107,652.4889483,294.7191126,3.847371886
62.2,0.051911281,653.0932058,295.894299,3.850934863
62.25,0.051805478,653.28562,295.2912254,3.852069425
62.3,0.051794679,651.8725954,295.2296728,3.843737588
62.35,0.0519656,661.3932509,296.2039196,3.899875708
62.4,0.051932351,663.7427992,296.0143996,3.913729714
62.45,0.052034321,662.8826131,296.5956279,3.908657665
62.5,0.051980083,662.0687794,296.2864742,3.903858931
62.55,0.052011374,662.2684604,296.4648301,3.905036341
62.6,0.051953673,660.9170583,296.1359369,3.897067859
62.65,0.052287832,666.8233449,298.0406399,3.931894014
62.7,0.05225548,666.9807041,297.8562353,3.932821875
62.75,0.052159974,664.1593743,297.3118509,3.91618603
62.8,0.052285969,665.1074772,298.0300234,3.921776477
62.85,0.052168034,666.2473654,297.3577918,3.928497777
62.9,0.052323159,655.0475162,298.242009,3.862458367
62.95,0.052399841,658.3212847,298.6790946,3.881761996
63,0.052455988,657.2455557,298.9991336,3.875419008
63.05,0.052456633,656.8636992,299.0028075,3.873167409
63.1,0.052533328,658.4460675,299.4399712,3.882497772
63.15,0.052642562,658.8605356,300.062604,3.884941665
63.2,0.052649151,659.2809335,300.100159,3.887420522
63.25,0.052540034,657.9436386,299.4781941,3.879535223
63.3,0.05280711,661.6279326,301.0005271,3.901259498
63.35,0.052734942,665.691224,300.5891685,3.925218513
63.4,0.052778686,665.8398824,300.8385107,3.926095071
63.45,0.052835874,664.5054554,301.1644831,3.918226682
63.5,0.052782376,663.9984357,300.8595411,3.915237063
63.55,0.05298017,666.9978099,301.9869671,3.932922739
63.6,0.05309121,666.9646434,302.6198981,3.932727174
63.65,0.052955371,666.1374001,301.8456157,3.927849371
63.7,0.053076134,667.3010265,302.5339663,3.934710642
63.75,0.053023957,665.5324327,302.2365537,3.924282208
63.8,0.05294824,665.59699,301.8049705,3.924662867
63.85,0.053230748,674.6909781,303.4152662,3.978285161
63.9,0.053284886,671.0783426,303.7238521,3.956983417
63.95,0.053191356,670.0353433,303.1907284,3.950833418
64,0.053243821,668.5215524,303.4897817,3.941907418
64.05,0.053309558,669.7754228,303.8644803,3.949300809
64.1,0.05333474,669.3668438,304.0080167,3.946891641
64.15,0.053414539,671.6021193,304.4628717,3.960071843
64.2,0.053523621,671.1146132,305.0846422,3.957197286
64.25,0.0535035,672.2486299,304.9699503,3.963883964
64.3,0.053541335,671.0125275,305.1856114,3.956595342
64.35,0.053559182,675.5378321,305.287336,3.983278598
64.4,0.053551936,673.4811632,305.2460332,3.971151541
64.45,0.053687468,676.031023,306.0185698,3.986186676
64.5,0.053772536,676.7491658,306.5034551,3.990421172
64.55,0.053790539,676.0371836,306.6060696,3.986223001
64.6,0.053779207,675.6384681,306.5414796,3.983871993
64.65,0.0537211,675.3095526,306.2102679,3.981932558
64.7,0.054134644,678.8542854,308.5674694,4.002833916
64.75,0.053971719,680.1954348,307.6388008,4.010741944
64.8,0.053997909,677.235222,307.7880799,3.993287182
64.85,0.05394522,678.413227,307.4877524,4.000233235
64.9,0.054075417,670.0372355,308.2298777,3.950844576
64.95,0.054124702,668.8702743,308.5107998,3.943963642
65,0.05420697,669.3074149,308.9797292,3.946541221
65.05,0.054269241,668.2135286,309.3346743,3.94009117
65.1,0.054146235,668.2769233,308.6335372,3.940464974
65.15,0.054253222,671.1364456,309.2433666,3.957326019
65.2,0.054345597,671.9574861,309.7699017,3.962167248
65.25,0.054410207,673.3441935,310.1381783,3.970343906
65.3,0.054482996,673.8517735,310.5530772,3.973336829
65.35,0.054456663,680.8636015,310.4029808,4.014681759
65.4,0.054454768,685.4965516,310.3921803,4.041999742
65.45,0.054479933,685.1067307,310.5356166,4.03970118
65.5,0.054421575,687.3626632,310.2029769,4.053003185
65.55,0.054575995,689.5052143,311.08317,4.065636642
65.6,0.054706952,687.9396451,311.829629,4.056405333
65.65,0.054690965,687.7236654,311.7385017,4.055131818
65.7,0.054690064,687.7070865,311.7333647,4.055034062
65.75,0.054729517,688.2310023,311.9582475,4.058123308
65.8,0.054755186,687.2162756,312.1045609,4.052140017
65.85,0.05476275,686.1131654,312.1476751,4.045635577
65.9,0.054798102,675.7950789,312.3491828,3.984795442
65.95,0.054936733,676.7282413,313.1393793,3.990297792
66,0.055039631,675.9872888,313.7258955,3.985928799
66.05,0.055083971,676.5539333,313.9786334,3.989269993
66.1,0.05503598,677.1111989,313.7050843,3.992555884
66.15,0.055130145,677.5682407,314.2418249,3.995250811
66.2,0.055183422,677.680759,314.5455044,3.99591427
66.25,0.055343212,679.7880031,315.4563072,4.008339541
66.3,0.055235472,679.1294658,314.8421909,4.004456505
66.35,0.055300295,681.7724375,315.2116841,4.02004067
66.4,0.055280682,679.5507832,315.0998902,4.006940784
66.45,0.055502937,682.3817034,316.366742,4.023633179
66.5,0.055493957,683.0192525,316.3155555,4.027392458
66.55,0.05549563,682.5039776,316.3250905,4.024354163
66.6,0.055556866,681.7129714,316.6741335,4.01969003
66.65,0.055556129,679.9325957,316.6699339,4.009192125
66.7,0.055576984,680.6032814,316.7888095,4.013146793
66.75,0.05558496,682.1355379,316.8342715,4.022181675
66.8,0.055745137,682.0231536,317.7472806,4.021519006
66.85,0.055613072,687.0849803,316.9945094,4.05136584
66.9,0.055802084,692.5650645,318.0718797,4.083678911
66.95,0.055765502,690.1219763,317.8633641,4.069273351
67,0.055744107,691.6451638,317.7414083,4.078254758
67.05,0.055786557,690.8555916,317.9833727,4.073599081
67.1,0.055868615,690.703114,318.4511053,4.072700004
67.15,0.055943582,691.5693056,318.8784153,4.077807464
67.2,0.055893175,692.113859,318.5910948,4.081018399
67.25,0.05604302,693.7365726,319.4452161,4.090586657
67.3,0.056167368,693.5327235,320.1539948,4.08938467
67.35,0.056106703,695.7058921,319.8082083,4.102198661
67.4,0.056205386,690.7379312,320.3706999,4.072905302
67.45,0.056202758,691.0118499,320.3557191,4.074520451
67.5,0.056270485,690.7627529,320.7417645,4.073051662
67.55,0.056323658,692.0745251,321.0448519,4.080786468
67.6,0.056372768,691.4386214,321.3247757,4.07703689
67.65,0.056363181,691.4740146,321.2701318,4.077245585
67.7,0.056458561,690.4987612,321.8137989,4.071495047
67.75,0.056469586,691.2853669,321.8766397,4.076133232
67.8,0.056545292,690.6208029,322.3081657,4.07221466
67.85,0.05656701,694.7279276,322.4319584,4.096432137
67.9,0.056561741,684.4576664,322.4019224,4.035874001
67.95,0.056618354,684.7404408,322.7246162,4.037541368
68,0.056730603,686.4308033,323.3644397,4.047508515
68.05,0.056812978,687.8896361,323.8339746,4.056110457
68.1,0.056780659,685.5179951,323.6497572,4.042126182
68.15,0.056788074,688.5981761,323.6920199,4.060288332
68.2,0.056894088,690.8540117,324.2963029,4.073589765
68.25,0.056931646,690.8146248,324.5103847,4.073357522
68.3,0.056890196,690.5087112,324.2741168,4.071553716
68.35,0.057108345,697.7862907,325.5175684,4.114465638
68.4,0.057058972,697.895069,325.2361399,4.115107044
68.45,0.057228929,696.4952602,326.2048971,4.106853135
68.5,0.057126013,694.0839135,325.6182753,4.092634736
68.55,0.057009302,693.4903122,324.9530218,4.089134593
68.6,0.057223208,695.5688186,326.1722873,4.101390413
68.65,0.057201103,695.1269093,326.0462844,4.098784715
68.7,0.057209587,693.5314978,326.0946462,4.089377442
68.75,0.057233279,697.575973,326.2296903,4.113225509
68.8,0.057424364,697.0719956,327.3188741,4.110253829
68.85,0.057313964,697.8772817,326.689597,4.115002163
68.9,0.05747242,695.6183633,327.5927956,4.101682551
68.95,0.057521268,695.0066822,327.8712291,4.098075801
69,0.057633978,695.3752048,328.5136766,4.100248778
69.05,0.057597091,694.2143477,328.3034163,4.093403836
69.1,0.057684282,696.6114111,328.8004056,4.107538013
69.15,0.057652321,697.1775518,328.6182282,4.110876237
69.2,0.057739638,698.444483,329.1159346,4.11834664
69.25,0.05788914,699.4473873,329.9680976,4.12426022
69.3,0.057946771,698.7223636,330.2965925,4.11998515
69.35,0.057732898,700.3813142,329.0775159,4.129767078
69.4,0.057880929,699.4016814,329.9212927,4.123990717
69.45,0.057892293,700.1187583,329.9860716,4.128218929
69.5,0.057864981,700.0406733,329.8303919,4.127758504
69.55,0.058090226,701.6760407,331.1142891,4.137401375
69.6,0.058091898,701.6902731,331.1238163,4.137485296
69.65,0.058062599,700.9392246,330.9568117,4.133056772
69.7,0.05799106,700.7813405,330.5490426,4.132125815
69.75,0.0583128,705.4334361,332.3829589,4.159556689
69.8,0.058218412,704.054924,331.8449493,4.151428354
69.85,0.058301639,709.0098804,332.31934,4.180645032
69.9,0.058353804,706.8290557,332.616681,4.167785898
69.95,0.058407203,707.3464411,332.9210598,4.170836637
70,0.058487793,710.0893265,333.3804175,4.187009938
70.05,0.058357629,708.9744149,332.6384872,4.180435912
70.1,0.058469774,708.9061934,333.2777142,4.180033647
70.15,0.058686636,710.9313518,334.5138279,4.191974903
70.2,0.05856566,706.9820602,333.8242617,4.168688081
70.25,0.058486485,708.4352733,333.372965,4.177256887
70.3,0.058779197,709.3716331,335.0414228,4.182778091
70.35,0.058641016,710.6150004,334.2537927,4.190109551
70.4,0.058731164,700.8845556,334.7676358,4.132734419
70.45,0.058802531,700.009739,335.1744277,4.127576102
70.5,0.058966963,698.7580954,336.1116913,4.120195841
70.55,0.058848045,698.6981871,335.4338574,4.119842594
70.6,0.059239005,704.763975,337.6623269,4.155609242
70.65,0.059121777,705.4239834,336.9941267,4.159500951
70.7,0.059146528,704.1071518,337.1352078,4.151736313
70.75,0.059178168,703.7642066,337.3155562,4.149714152
70.8,0.059215817,703.6184338,337.5301576,4.148854609
70.85,0.05914577,707.9286412,337.1308879,4.174269554
70.9,0.05916434,709.7469381,337.2367374,4.184991061
70.95,0.05916786,709.1955231,337.2568015,4.181739666
71,0.059208801,710.5805833,337.4901654,4.189906612
71.05,0.059267082,709.4585794,337.8223673,4.183290766
71.1,0.059291321,709.2905605,337.9605303,4.18230005
71.15,0.059369473,710.7439674,338.4059955,4.190869999
71.2,0.059557709,712.0000662,339.4789408,4.198276529
71.25,0.059336587,711.6543886,338.2185436,4.196238257
71.3,0.059543592,713.0520447,339.3984716,4.204479473
71.35,0.059622897,717.3333787,339.8505145,4.229724168
71.4,0.059678855,713.0519267,340.1694743,4.204478778
71.45,0.059566484,712.869723,339.5289616,4.203404422
71.5,0.059563596,711.0211557,339.5124974,4.192504427
71.55,0.059610684,713.1144088,339.7809008,4.204847201
71.6,0.059638768,713.3527104,339.9409795,4.206252336
71.65,0.059877587,715.8167834,341.3022457,4.220781631
71.7,0.059944587,716.8044758,341.6841438,4.226605516
71.75,0.059770662,716.6060526,340.6927756,4.225435522
71.8,0.059983152,715.4594966,341.9039673,4.218674906
71.85,0.059961568,720.9981027,341.7809354,4.251333049
71.9,0.060239829,716.2724653,343.3670265,4.22346854
71.95,0.060106138,714.2722254,342.6049869,4.211674214
72,0.060041104,712.644278,342.2342906,4.202075096
72.05,0.060125681,713.1586985,342.7163807,4.205108353
72.1,0.060138607,715.1981774,342.7900618,4.217134049
72.15,0.060304124,716.9736681,343.7335084,4.22760315
72.2,0.060361115,715.7982193,344.0583538,4.220672169
72.25,0.060344108,715.470699,343.9614181,4.218740961
72.3,0.060291929,715.1282383,343.6639943,4.216721656
72.35,0.060488778,720.8321204,344.7860322,4.250354342
